1 - - 6103 3763
2 142321 142321
3 94068 94068
4 71247 71247
5 51481 51481
6 45186 45186
7 34987 34987
8 31819 31819
9 29862 29862
10 26491 26491
11 22463 22463
12 21180 21180
13 15958 15958
14 14663 14663
15 14622 14622
16 12365 12365
17 12237 12237
18 12785 12785
19 10514 10514
20 10068 10068
21 9343 9343
22 9045 9045
23 8119 8119
24 7893 7893
25 7875 7875
26 7353 7353
27 7644 7644
28 7430 7430
29 7205 7205
30 6004 6004
31 6429 6429
32 6103 6103
33 6684 6684
34 5823 5823
35 6160 6160
36 5782 5782
37 5158 5158
38 5549 5549
39 5329 5329
40 5129 5129
41 5210 5210
42 5024 5024
43 5124 5124
44 4468 4468
45 4570 4570
46 4397 4397
47 4965 4965
48 4389 4389
49 4708 4708
50 5115 5115
51 4532 4532
52 4286 4286
53 4297 4297
54 4396 4396
55 4425 4425
56 4300 4300
57 4076 4076
58 4135 4135
59 4198 4198
60 4036 4036
61 3797 3797
62 3826 3826
63 4062 4062
64 3763 3763
